5 6 5

2 358 40 20

0 154.0 417.0
1 172.0 334.0
2 267.0 87.0
3 148.0 433.0
4 355.0 444.0
5 38.0 152.0


0 11 4 4.0
1 12 3 3.0
2 6 9 5.0
3 17 4 6.0
4 6 3 2.0

1 0.02 0.02 0.02 0.02 0.02
2 0.03 0.03 0.03 0.03 0.03
3 0.03 0.03 0.03 0.03 0.03
4 0.02 0.02 0.02 0.02 0.02
5 0.02 0.02 0.02 0.02 0.02

1 4 6 4 2 5
2 5 4 0 4 5
3 3 4 5 3 5
4 1 3 2 10 4
5 3 1 3 1 6

0 1 0 0 0 1
1 1 1 1 0 2
2 1 2 0 0 0
3 0 1 3 1 0
4 1 1 0 0 0
5 0 1 0 1 2

0 0 0 0 1 2
1 0 0 0 1 0
2 2 1 0 0 1
3 1 2 0 1 0
4 1 0 0 0 1
5 1 1 0 1 1

0 1 0 0 0 3
1 0 2 2 1 0
2 0 0 0 0 1
3 0 1 1 0 0
4 1 0 1 1 0
5 1 1 1 1 1

0 0 0 0 1 0
1 0 1 0 3 0
2 0 1 0 3 1
3 1 1 0 1 1
4 0 0 2 1 1
5 0 0 0 1 1

0 0 0 0 1 0
1 0 0 0 0 1
2 2 0 0 0 1
3 0 0 0 0 1
4 0 1 2 0 2
5 1 0 1 0 1


S_abs1n5_2_L6_5_2
