20 3 5

15 176 40 20

0 66.0 475.0
1 333.0 166.0
2 287.0 349.0
3 317.0 153.0
4 290.0 268.0
5 117.0 194.0
6 317.0 343.0
7 410.0 17.0
8 162.0 103.0
9 443.0 427.0
10 444.0 345.0
11 372.0 243.0
12 481.0 111.0
13 162.0 24.0
14 162.0 252.0
15 441.0 37.0
16 230.0 255.0
17 14.0 195.0
18 116.0 134.0
19 113.0 396.0
20 407.0 211.0


0 7 6 5.0
1 22 2 5.0
2 8 12 12.0
3 12 5 7.0
4 4 8 4.0

1 1.65 1.65 3.96 2.31 1.32
2 2.05 2.05 4.92 2.87 1.64
3 2.35 2.35 5.64 3.29 1.88
4 1.80 1.80 4.32 2.52 1.44
5 2.40 2.40 5.76 3.36 1.92
6 1.20 1.20 2.88 1.68 0.96
7 2.40 2.40 5.76 3.36 1.92
8 2.45 2.45 5.88 3.43 1.96
9 1.95 1.95 4.68 2.73 1.56
10 0.85 0.85 2.04 1.19 0.68
11 2.45 2.45 5.88 3.43 1.96
12 1.60 1.60 3.84 2.24 1.28
13 1.95 1.95 4.68 2.73 1.56
14 1.85 1.85 4.44 2.59 1.48
15 1.45 1.45 3.48 2.03 1.16
16 1.60 1.60 3.84 2.24 1.28
17 1.25 1.25 3.00 1.75 1.00
18 0.85 0.85 2.04 1.19 0.68
19 1.20 1.20 2.88 1.68 0.96
20 2.25 2.25 5.40 3.15 1.80

1 0 1 1 4 2
2 2 0 0 0 3
3 1 2 4 1 4
4 4 2 1 1 0
5 3 2 2 1 2
6 2 2 2 2 2
7 2 1 0 3 3
8 3 1 0 1 2
9 1 2 4 1 1
10 2 3 2 1 2
11 2 2 1 1 3
12 4 1 4 0 2
13 1 0 2 3 1
14 1 1 0 0 4
15 3 2 2 2 2
16 0 4 2 3 4
17 0 0 0 9 0
18 0 2 0 1 2
19 2 0 4 3 1
20 3 2 1 2 2

0 0 0 1 2 1
1 0 1 0 1 1
2 0 0 0 1 0

0 0 0 0 0 1
1 2 0 0 0 1
2 0 0 0 0 1

0 0 1 2 0 2
1 1 0 1 0 1
2 0 1 1 1 1

0 1 1 1 1 0
1 2 0 0 0 0
2 1 1 0 0 0

0 2 1 0 0 1
1 1 0 1 0 0
2 0 1 1 1 1

0 1 0 1 0 1
1 0 0 1 0 1
2 1 2 0 2 0

0 1 0 0 1 0
1 1 1 0 1 2
2 0 0 0 1 1

0 2 1 0 1 0
1 1 0 0 0 1
2 0 0 0 0 1

0 0 1 1 0 0
1 1 1 0 0 1
2 0 0 3 1 0

0 1 1 2 0 1
1 0 1 0 1 0
2 1 1 0 0 1

0 1 2 0 0 2
1 1 0 1 1 0
2 0 0 0 0 1

0 1 0 1 0 2
1 1 1 0 0 0
2 2 0 3 0 0

0 0 0 1 0 0
1 1 0 1 3 0
2 0 0 0 0 1

0 0 0 0 0 1
1 0 1 0 0 1
2 1 0 0 0 2

0 2 1 0 1 1
1 0 0 1 0 0
2 1 1 1 1 1

0 0 2 0 1 2
1 0 2 2 0 1
2 0 0 0 2 1

0 0 0 0 3 0
1 0 0 0 2 0
2 0 0 0 4 0

0 0 0 0 0 1
1 0 1 0 1 1
2 0 1 0 0 0

0 1 0 1 1 1
1 0 0 2 2 0
2 1 0 1 0 0

0 1 0 0 1 0
1 1 1 0 0 1
2 1 1 1 1 1


S_abs5n20_2_H3_5_15
