15 3 3

3 574 40 20

0 436.0 90.0
1 211.0 46.0
2 41.0 497.0
3 423.0 165.0
4 489.0 66.0
5 346.0 123.0
6 365.0 388.0
7 480.0 497.0
8 205.0 297.0
9 238.0 464.0
10 339.0 138.0
11 300.0 408.0
12 272.0 69.0
13 90.0 67.0
14 474.0 244.0
15 270.0 285.0


0 11 4 11.0
1 9 2 5.0
2 7 6 11.0

1 0.55 0.25 0.55
2 0.44 0.20 0.44
3 0.44 0.20 0.44
4 0.55 0.25 0.55
5 0.33 0.15 0.33
6 0.33 0.15 0.33
7 0.22 0.10 0.22
8 0.33 0.15 0.33
9 0.11 0.05 0.11
10 0.33 0.15 0.33
11 0.33 0.15 0.33
12 0.55 0.25 0.55
13 0.11 0.05 0.11
14 0.33 0.15 0.33
15 0.55 0.25 0.55

1 1 3 2
2 2 3 3
3 3 2 1
4 2 2 2
5 2 1 5
6 1 1 2
7 4 2 1
8 2 1 2
9 3 1 3
10 1 2 1
11 3 2 2
12 1 4 3
13 2 0 2
14 2 2 1
15 3 1 4

0 0 1 1
1 0 2 1
2 1 0 0

0 0 1 1
1 2 0 1
2 0 2 1

0 1 0 1
1 1 0 0
2 1 2 0

0 1 1 0
1 1 0 0
2 0 1 2

0 1 0 2
1 0 1 1
2 1 0 2

0 1 1 0
1 0 0 1
2 0 0 1

0 1 2 0
1 3 0 0
2 0 0 1

0 0 0 1
1 1 1 1
2 1 0 0

0 2 0 1
1 1 1 1
2 0 0 1

0 0 1 0
1 1 1 0
2 0 0 1

0 0 1 0
1 1 1 1
2 2 0 1

0 0 1 1
1 1 1 1
2 0 2 1

0 1 0 0
1 1 0 1
2 0 0 1

0 0 1 0
1 0 1 0
2 2 0 1

0 0 0 2
1 1 1 1
2 2 0 1


S_abs3n15_2_L3_3_3
