15 6 3

4 518 40 20

0 61.0 317.0
1 186.0 410.0
2 402.0 162.0
3 205.0 443.0
4 315.0 444.0
5 410.0 372.0
6 275.0 481.0
7 133.0 162.0
8 175.0 162.0
9 63.0 441.0
10 66.0 230.0
11 333.0 14.0
12 287.0 116.0
13 317.0 113.0
14 290.0 407.0
15 117.0 475.0


0 11 4 5.0
1 9 2 2.0
2 7 6 5.0

1 1.65 0.66 1.65
2 2.05 0.82 2.05
3 2.35 0.94 2.35
4 1.80 0.72 1.80
5 2.40 0.96 2.40
6 1.20 0.48 1.20
7 2.40 0.96 2.40
8 2.45 0.98 2.45
9 1.95 0.78 1.95
10 0.85 0.34 0.85
11 2.45 0.98 2.45
12 1.60 0.64 1.60
13 1.95 0.78 1.95
14 1.85 0.74 1.85
15 1.45 0.58 1.45

1 3 6 5
2 5 4 3
3 3 2 7
4 6 3 3
5 4 3 4
6 4 6 5
7 4 2 3
8 5 4 6
9 2 6 5
10 1 6 5
11 5 5 3
12 3 3 6
13 4 3 6
14 6 4 3
15 7 4 5

0 0 1 1
1 0 2 1
2 1 0 0
3 0 1 1
4 2 0 1
5 0 2 1

0 1 0 1
1 1 0 0
2 1 2 0
3 1 1 0
4 1 0 0
5 0 1 2

0 1 0 2
1 0 1 1
2 1 0 2
3 1 1 0
4 0 0 1
5 0 0 1

0 1 2 0
1 3 0 0
2 0 0 1
3 0 0 1
4 1 1 1
5 1 0 0

0 2 0 1
1 1 1 1
2 0 0 1
3 0 1 0
4 1 1 0
5 0 0 1

0 0 1 0
1 1 1 1
2 2 0 1
3 0 1 1
4 1 1 1
5 0 2 1

0 1 0 0
1 1 0 1
2 0 0 1
3 0 1 0
4 0 1 0
5 2 0 1

0 0 0 2
1 1 1 1
2 2 0 1
3 0 1 0
4 2 1 0
5 0 1 2

0 0 1 0
1 0 1 2
2 0 2 1
3 0 1 1
4 0 1 0
5 2 0 1

0 1 2 0
1 0 0 2
2 0 0 2
3 0 1 0
4 0 2 1
5 0 1 0

0 2 0 1
1 1 0 0
2 0 3 0
3 0 1 2
4 1 1 0
5 1 0 0

0 0 0 1
1 0 0 1
2 1 0 0
3 0 1 2
4 1 1 1
5 1 1 1

0 1 1 1
1 1 0 0
2 0 0 2
3 2 0 1
4 0 1 1
5 0 1 1

0 0 1 0
1 1 1 0
2 1 1 1
3 1 0 0
4 1 1 1
5 2 0 1

0 2 0 1
1 1 1 1
2 2 0 1
3 0 1 1
4 1 1 0
5 1 1 1


S_abs5n15_2_H6_3_4
