10 6 5

9 180 40 20

0 224.0 186.0
1 260.0 402.0
2 154.0 205.0
3 173.0 315.0
4 299.0 410.0
5 347.0 275.0
6 399.0 133.0
7 29.0 175.0
8 258.0 63.0
9 54.0 66.0
10 61.0 333.0


0 7 6 3.0
1 22 2 3.0
2 8 12 6.0
3 12 5 4.0
4 4 8 2.0

1 0.99 0.99 1.98 1.32 0.66
2 1.23 1.23 2.46 1.64 0.82
3 1.41 1.41 2.82 1.88 0.94
4 1.08 1.08 2.16 1.44 0.72
5 1.44 1.44 2.88 1.92 0.96
6 0.72 0.72 1.44 0.96 0.48
7 1.44 1.44 2.88 1.92 0.96
8 1.47 1.47 2.94 1.96 0.98
9 1.17 1.17 2.34 1.56 0.78
10 0.51 0.51 1.02 0.68 0.34

1 2 1 1 4 5
2 5 4 5 2 4
3 5 4 4 3 4
4 5 2 0 4 5
5 3 5 6 2 3
6 6 3 5 1 5
7 2 1 2 3 5
8 3 6 4 5 6
9 0 2 0 10 2
10 5 2 5 5 3

0 0 0 1 2 1
1 0 1 0 1 1
2 0 0 0 1 0
3 0 0 0 0 1
4 2 0 0 0 1
5 0 0 0 0 1

0 0 1 2 0 2
1 1 0 1 0 1
2 0 1 1 1 1
3 1 1 1 1 0
4 2 0 0 0 0
5 1 1 0 0 0

0 2 1 0 0 1
1 1 0 1 0 0
2 0 1 1 1 1
3 1 0 1 0 1
4 0 0 1 0 1
5 1 2 0 2 0

0 1 0 0 1 0
1 1 1 0 1 2
2 0 0 0 1 1
3 2 1 0 1 0
4 1 0 0 0 1
5 0 0 0 0 1

0 0 1 1 0 0
1 1 1 0 0 1
2 0 0 3 1 0
3 1 1 2 0 1
4 0 1 0 1 0
5 1 1 0 0 1

0 1 2 0 0 2
1 1 0 1 1 0
2 0 0 0 0 1
3 1 0 1 0 2
4 1 1 0 0 0
5 2 0 3 0 0

0 0 0 1 0 0
1 1 0 1 3 0
2 0 0 0 0 1
3 0 0 0 0 1
4 0 1 0 0 1
5 1 0 0 0 2

0 2 1 0 1 1
1 0 0 1 0 0
2 1 1 1 1 1
3 0 2 0 1 2
4 0 2 2 0 1
5 0 0 0 2 1

0 0 0 0 3 0
1 0 0 0 2 0
2 0 0 0 4 0
3 0 0 0 0 1
4 0 1 0 1 1
5 0 1 0 0 0

0 1 0 1 1 1
1 0 0 2 2 0
2 1 0 1 0 0
3 1 0 0 1 0
4 1 1 0 0 1
5 1 1 1 1 1


S_abs5n10_2_H6_5_9
