15 3 5

6 278 40 20

0 312.0 363.0
1 237.0 182.0
2 180.0 332.0
3 141.0 388.0
4 163.0 188.0
5 282.0 374.0
6 455.0 296.0
7 326.0 332.0
8 235.0 432.0
9 412.0 488.0
10 113.0 46.0
11 266.0 302.0
12 257.0 23.0
13 363.0 22.0
14 158.0 81.0
15 423.0 95.0


0 14 4 7.0
1 7 3 3.0
2 7 6 5.0
3 5 9 6.0
4 8 8 8.0

1 1.61 0.69 1.15 1.38 1.84
2 2.24 0.96 1.60 1.92 2.56
3 2.31 0.99 1.65 1.98 2.64
4 1.61 0.69 1.15 1.38 1.84
5 1.26 0.54 0.90 1.08 1.44
6 2.03 0.87 1.45 1.74 2.32
7 2.94 1.26 2.10 2.52 3.36
8 2.94 1.26 2.10 2.52 3.36
9 1.68 0.72 1.20 1.44 1.92
10 3.01 1.29 2.15 2.58 3.44
11 1.26 0.54 0.90 1.08 1.44
12 1.54 0.66 1.10 1.32 1.76
13 1.68 0.72 1.20 1.44 1.92
14 2.17 0.93 1.55 1.86 2.48
15 1.54 0.66 1.10 1.32 1.76

1 3 3 2 2 4
2 2 2 3 2 1
3 0 2 0 7 1
4 1 1 2 3 3
5 2 0 0 1 2
6 1 1 3 0 4
7 3 2 2 2 1
8 4 2 1 0 1
9 1 1 3 1 3
10 3 3 0 4 2
11 3 1 0 2 2
12 1 2 1 0 2
13 1 2 5 2 1
14 3 3 1 1 3
15 2 1 1 0 3

0 2 1 0 2 0
1 0 1 1 0 3
2 1 1 1 0 1

0 0 1 1 0 0
1 1 0 1 1 0
2 1 1 1 1 1

0 0 0 0 1 0
1 0 1 0 3 0
2 0 1 0 3 1

0 1 1 0 1 1
1 0 0 2 1 1
2 0 0 0 1 1

0 0 0 0 1 0
1 0 0 0 0 1
2 2 0 0 0 1

0 0 0 0 0 1
1 0 1 2 0 2
2 1 0 1 0 1

0 0 1 1 1 1
1 1 1 1 1 0
2 2 0 0 0 0

0 1 1 0 0 0
1 2 1 0 0 1
2 1 0 1 0 0

0 0 1 1 1 1
1 1 0 1 0 1
2 0 0 1 0 1

0 1 2 0 2 0
1 1 0 0 1 0
2 1 1 0 1 2

0 0 0 0 1 1
1 2 1 0 1 0
2 1 0 0 0 1

0 0 0 0 0 1
1 0 1 1 0 0
2 1 1 0 0 1

0 0 0 3 1 0
1 1 1 2 0 1
2 0 1 0 1 0

0 1 1 0 0 1
1 1 2 0 0 2
2 1 0 1 1 0

0 0 0 0 0 1
1 1 0 1 0 2
2 1 1 0 0 0


S_abs1n15_2_H3_5_6
