5 6 3

2 588 40 20

0 464.0 251.0
1 18.0 2.0
2 301.0 262.0
3 445.0 301.0
4 67.0 334.0
5 115.0 456.0


0 11 4 6.0
1 9 2 2.0
2 7 6 6.0

1 2.88 0.96 2.88
2 2.22 0.74 2.22
3 2.40 0.80 2.40
4 2.94 0.98 2.94
5 1.98 0.66 1.98

1 3 6 5
2 5 4 3
3 3 2 7
4 6 3 3
5 4 3 4

0 0 1 1
1 0 2 1
2 1 0 0
3 0 1 1
4 2 0 1
5 0 2 1

0 1 0 1
1 1 0 0
2 1 2 0
3 1 1 0
4 1 0 0
5 0 1 2

0 1 0 2
1 0 1 1
2 1 0 2
3 1 1 0
4 0 0 1
5 0 0 1

0 1 2 0
1 3 0 0
2 0 0 1
3 0 0 1
4 1 1 1
5 1 0 0

0 2 0 1
1 1 1 1
2 0 0 1
3 0 1 0
4 1 1 0
5 0 0 1


S_abs3n5_2_H6_3_2
