5 6 3

2 588 40 20

0 464.0 251.0
1 18.0 2.0
2 301.0 262.0
3 445.0 301.0
4 67.0 334.0
5 115.0 456.0


0 11 4 6.0
1 9 2 2.0
2 7 6 6.0

1 0.30 0.10 0.30
2 0.24 0.08 0.24
3 0.24 0.08 0.24
4 0.30 0.10 0.30
5 0.18 0.06 0.18

1 3 6 5
2 5 4 3
3 3 2 7
4 6 3 3
5 4 3 4

0 0 1 1
1 0 2 1
2 1 0 0
3 0 1 1
4 2 0 1
5 0 2 1

0 1 0 1
1 1 0 0
2 1 2 0
3 1 1 0
4 1 0 0
5 0 1 2

0 1 0 2
1 0 1 1
2 1 0 2
3 1 1 0
4 0 0 1
5 0 0 1

0 1 2 0
1 3 0 0
2 0 0 1
3 0 0 1
4 1 1 1
5 1 0 0

0 2 0 1
1 1 1 1
2 0 0 1
3 0 1 0
4 1 1 0
5 0 0 1


S_abs3n5_2_L6_3_2
